Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Current Value,Comparison Value
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,13364567.44,13364567.44,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,759.0,759.0,0.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Total ARR,Decrease,-22.90%,-1218904.52,4102846.9,5321751.42
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Opps,Decrease,-20.58%,-162.0,625.0,787.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Won Opps,Decrease,-2.07%,-8.0,379.0,387.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Won ARR,Increase,10.78%,208204.58000000007,2139197.83,1930993.25
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,13.12%,654.6748103604623,5644.321451187336,4989.646640826873
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Win Rate (Count),Increase,23.36%,11.577175663954407,61.12903225806452,49.55185659411011
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,44.66%,20.981039455114434,67.95778364116094,46.97674418604651
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Pipegen ARR,Decrease,-17.80%,-2650799.08,12242517.73,14893316.81
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-15.01%,-168.0,951.0,1119.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Total ARR,Decrease,-28.25%,-2542931.6500000004,6458373.48,9001305.13
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Opps,Decrease,-46.95%,-632.0,714.0,1346.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Won Opps,Decrease,-26.60%,-50.0,138.0,188.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Won ARR,Decrease,-16.90%,-233544.75,1148064.9100000001,1381609.6600000001
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Avg Sales Price,Increase,13.20%,970.3233888374971,8319.310942028987,7348.98755319149
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Win Rate (Count),Increase,38.66%,5.404327304623868,19.382022471910112,13.977695167286244
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,53.78%,26.451510946654338,75.6376811594203,49.18617021276596
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Pipegen ARR,Decrease,-14.86%,-1985616.0,11378951.44,13364567.44
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-22.00%,-167.0,592.0,759.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Total ARR,Increase,53.32%,1426783.4899999998,4102846.9,2676063.41
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Opps,Decrease,-39.85%,-414.0,625.0,1039.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Won Opps,Decrease,-29.68%,-160.0,379.0,539.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Won ARR,Decrease,-18.66%,-490865.5800000001,2139197.83,2630063.41
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,15.67%,764.7974994248125,5644.321451187336,4879.523951762523
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Win Rate (Count),Increase,17.72%,9.202249984461439,61.12903225806452,51.92678227360308
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Avg Sales Cycle,Increase,51.69%,23.156299411105287,67.95778364116094,44.80148423005566
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,12242517.73,12242517.73,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,951.0,951.0,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Total ARR,Increase,1053.32%,5898392.32,6458373.48,559981.16
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Opps,Decrease,-58.61%,-1011.0,714.0,1725.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-50.00%,-138.0,138.0,276.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Won ARR,Increase,105.02%,588083.7500000002,1148064.9100000001,559981.1599999999
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Avg Sales Price,Increase,310.04%,6290.393695652176,8319.310942028987,2028.9172463768114
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Win Rate (Count),Increase,21.14%,3.382022471910112,19.382022471910112,16.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Avg Sales Cycle,Increase,32.33%,18.478260869565226,75.6376811594203,57.15942028985507
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,11378951.44,11378951.44,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,592.0,592.0,0.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Total ARR,Increase,34.49%,1052271.1924999994,4102846.9,3050575.7075000005
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Opps,Decrease,-35.37%,-342.0,625.0,967.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Won Opps,Decrease,-18.58%,-86.5,379.0,465.5
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Won ARR,Decrease,-1.35%,-29309.955000000075,2139197.83,2168507.785
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Avg Sales Price,Increase,21.10%,983.3134168274955,5644.321451187336,4661.00803435984
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Win Rate (Count),Increase,26.25%,12.709546872541189,61.12903225806452,48.41948538552333
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Avg Sales Cycle,Increase,44.60%,20.95929703758685,67.95778364116094,46.998486603574094
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Pipegen ARR,Increase,228.81%,8519188.5275,12242517.73,3723329.2025
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Pipegen Opps,Increase,239.95%,671.25,951.0,279.75
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Total ARR,Increase,140.51%,3773039.0250000004,6458373.48,2685334.455
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Opps,Decrease,-56.11%,-912.75,714.0,1626.75
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Won Opps,Decrease,-45.45%,-115.0,138.0,253.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Won ARR,Increase,52.27%,394117.5425000001,1148064.9100000001,753947.3675
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Avg Sales Price,Increase,151.11%,5006.311415892457,8319.310942028987,3312.99952613653
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Win Rate (Count),Increase,25.48%,3.9351949153781494,19.382022471910112,15.446827556531963
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Avg Sales Cycle,Increase,49.28%,24.96821136965579,75.6376811594203,50.669469789764506
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Pipegen ARR,Increase,240.57%,8037809.58,11378951.44,3341141.86
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Pipegen Opps,Increase,211.99%,402.25,592.0,189.75
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Total ARR,Increase,28.44%,1167010.5000000005,5269857.4,4102846.9
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Opps,Increase,29.44%,184.0,809.0,625.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Won Opps,Increase,27.44%,104.0,483.0,379.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Won ARR,Increase,16.33%,349331.03000000026,2488528.8600000003,2139197.83
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Avg Sales Price,Decrease,-8.72%,-492.08778659106156,5152.233664596274,5644.321451187336
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Win Rate (Count),Decrease,-1.36%,-0.8294067898997213,60.2996254681648,61.12903225806452
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-7.56%,-5.13583747138869,62.821946169772254,67.95778364116094
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Pipegen ARR,Decrease,-42.42%,-5192741.170000001,7049776.56,12242517.73
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-17.67%,-168.0,783.0,951.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Total ARR,Increase,7.79%,502943.52999999933,6961317.01,6458373.48
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Opps,Decrease,-1.82%,-13.0,701.0,714.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Won Opps,Decrease,-20.29%,-28.0,110.0,138.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Won ARR,Decrease,-11.44%,-131322.45000000007,1016742.4600000001,1148064.9100000001
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Avg Sales Price,Increase,11.10%,923.8023306982868,9243.113272727274,8319.310942028987
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Win Rate (Count),Decrease,-18.69%,-3.622710150993207,15.759312320916905,19.382022471910112
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-4.47%,-3.383135704874846,72.25454545454545,75.6376811594203
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Pipegen ARR,Decrease,-35.58%,-4048310.1399999997,7330641.3,11378951.44
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-17.74%,-105.0,487.0,592.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Total ARR,Increase,131.05%,2988983.2600000002,5269857.4,2280874.14
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Opps,Decrease,-26.19%,-287.0,809.0,1096.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Won Opps,Decrease,-2.82%,-14.0,483.0,497.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Won ARR,Increase,11.35%,253654.72000000067,2488528.8600000003,2234874.1399999997
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,14.58%,655.5050126848064,5152.233664596274,4496.728651911468
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Win Rate (Count),Increase,32.25%,14.703295192935443,60.2996254681648,45.596330275229356
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,28.24%,13.8340186043799,62.821946169772254,48.987927565392354
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,7049776.56,7049776.56,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,783.0,783.0,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Total ARR,Increase,955.30%,6301661.029999999,6961317.01,659655.98
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Opps,Decrease,-63.14%,-1201.0,701.0,1902.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Won Opps,Decrease,-64.63%,-201.0,110.0,311.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Won ARR,Increase,55.04%,360958.88,1016742.4600000001,655783.5800000001
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Avg Sales Price,Increase,338.35%,7134.484398129203,9243.113272727274,2108.628874598071
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Win Rate (Count),Decrease,-3.67%,-0.6004983050694186,15.759312320916905,16.359810625986324
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Avg Sales Cycle,Increase,48.06%,23.45390236772873,72.25454545454545,48.80064308681672
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,7330641.3,7330641.3,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,487.0,487.0,0.0
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Total ARR,Increase,54.67%,1862585.8200000003,5269857.4,3407271.58
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Opps,Decrease,-6.31%,-54.5,809.0,863.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Won Opps,Increase,13.51%,57.5,483.0,425.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Won ARR,Increase,21.64%,442737.47000000044,2488528.8600000003,2045791.39
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Avg Sales Price,Increase,6.18%,300.0262553802304,5152.233664596274,4852.207409216044
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Win Rate (Count),Increase,18.89%,9.579577586526113,60.2996254681648,50.720047881638685
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Avg Sales Cycle,Increase,19.01%,10.034384713421844,62.821946169772254,52.78756145635041
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Pipegen ARR,Increase,3.92%,265817.9249999998,7049776.56,6783958.635
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Pipegen Opps,Increase,51.30%,265.5,783.0,517.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Total ARR,Increase,67.34%,2801384.4749999996,6961317.01,4159932.535
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Opps,Decrease,-48.98%,-673.0,701.0,1374.0
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Won Opps,Decrease,-49.66%,-108.5,110.0,218.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Won ARR,Increase,12.85%,115774.15499999991,1016742.4600000001,900968.3050000002
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Avg Sales Price,Increase,89.19%,4357.5153226777,9243.113272727274,4885.597950049574
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Win Rate (Count),Decrease,-3.27%,-0.533020853592582,15.759312320916905,16.292333174509487
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Avg Sales Cycle,Increase,30.69%,16.965510447389647,72.25454545454545,55.2890350071558
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Pipegen ARR,Increase,18.51%,1144761.58,7330641.3,6185879.72
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Pipegen Opps,Increase,44.19%,149.25,487.0,337.75
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Total ARR,Increase,5.35%,282191.79000000004,5552049.19,5269857.4
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Opps,Decrease,-14.59%,-118.0,691.0,809.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Won Opps,Decrease,-18.43%,-89.0,394.0,483.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Won ARR,Decrease,-0.82%,-20520.380000000354,2468008.48,2488528.8600000003
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,21.58%,1111.7472491093095,6263.980913705584,5152.233664596274
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Win Rate (Count),Decrease,-3.20%,-1.9292550977944245,58.370370370370374,60.2996254681648
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,12.16%,7.639982764237892,70.46192893401015,62.821946169772254
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Pipegen ARR,Increase,7.97%,561992.6800000006,7611769.24,7049776.56
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Pipegen Opps,Increase,16.22%,127.0,910.0,783.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Total ARR,Decrease,-9.65%,-671910.3399999999,6289406.67,6961317.01
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Opps,Decrease,-18.97%,-133.0,568.0,701.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Won Opps,Decrease,-8.18%,-9.0,101.0,110.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Won ARR,Increase,10.64%,108158.2599999999,1124900.72,1016742.4600000001
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Avg Sales Price,Increase,20.50%,1894.517618361835,11137.63089108911,9243.113272727274
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Win Rate (Count),Increase,13.63%,2.1484890975228126,17.907801418439718,15.759312320916905
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Avg Sales Cycle,Increase,0.70%,0.5078307830783189,72.76237623762377,72.25454545454545
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Pipegen ARR,Increase,7.30%,534928.9100000001,7865570.21,7330641.3
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Pipegen Opps,Increase,19.30%,94.0,581.0,487.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Total ARR,Increase,188.63%,3628435.33,5552049.19,1923613.86
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Opps,Decrease,-26.96%,-255.0,691.0,946.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Won Opps,Decrease,-10.25%,-45.0,394.0,439.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Won ARR,Increase,31.41%,589908.1400000001,2468008.48,1878100.3399999999
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Avg Sales Price,Increase,46.42%,1985.8480207670873,6263.980913705584,4278.132892938496
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Win Rate (Count),Increase,25.25%,11.76739797121963,58.370370370370374,46.602972399150744
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Avg Sales Cycle,Increase,49.20%,23.23413850120832,70.46192893401015,47.227790432801825
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,7611769.24,7611769.24,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,910.0,910.0,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Total ARR,Increase,1108.58%,5769011.12,6289406.67,520395.55
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Opps,Decrease,-62.97%,-966.0,568.0,1534.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Won Opps,Decrease,-57.38%,-136.0,101.0,237.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Won ARR,Increase,168.85%,706485.6499999999,1124900.72,418415.07000000007
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Avg Sales Price,Increase,530.86%,9372.166460709363,11137.63089108911,1765.464430379747
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Win Rate (Count),Increase,15.91%,2.4579969855844386,17.907801418439718,15.449804432855279
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Avg Sales Cycle,Increase,53.08%,25.230730668003517,72.76237623762377,47.53164556962025
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,7865570.21,7865570.21,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,581.0,581.0,0.0
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Total ARR,Increase,33.64%,1397531.7950000004,5552049.19,4154517.395
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Opps,Decrease,-12.72%,-100.75,691.0,791.75
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Won Opps,Decrease,-6.64%,-28.0,394.0,422.0
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Won ARR,Increase,17.01%,358803.4099999997,2468008.48,2109205.0700000003
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Avg Sales Price,Increase,24.88%,1247.897251318339,6263.980913705584,5016.083662387245
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Win Rate (Count),Increase,7.31%,3.974498690497832,58.370370370370374,54.39587167987254
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Avg Sales Cycle,Increase,25.27%,14.215862826564766,70.46192893401015,56.24606610744538
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Pipegen ARR,Decrease,-10.94%,-934633.5350000001,7611769.24,8546402.775
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Pipegen Opps,Increase,27.58%,196.75,910.0,713.25
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Total ARR,Increase,9.66%,554058.8774999995,6289406.67,5735347.7925
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Opps,Decrease,-47.10%,-505.75,568.0,1073.75
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Won Opps,Decrease,-39.97%,-67.25,101.0,168.25
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Won ARR,Increase,13.49%,133692.69499999983,1124900.72,991208.0250000001
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Avg Sales Price,Increase,67.00%,4468.411841507234,11137.63089108911,6669.219049581875
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Win Rate (Count),Increase,10.94%,1.7655928201975826,17.907801418439718,16.142208598242135
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Avg Sales Cycle,Increase,18.99%,11.60986563853578,72.76237623762377,61.15251059908799
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Pipegen ARR,Decrease,-1.91%,-152969.83499999996,7865570.21,8018540.045
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Pipegen Opps,Increase,26.44%,121.5,581.0,459.5
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Total ARR,Decrease,-9.79%,-543724.5200000005,5008324.67,5552049.19
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Opps,Decrease,-0.72%,-5.0,686.0,691.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Won Opps,Increase,4.06%,16.0,410.0,394.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Won ARR,Decrease,-16.58%,-409275.56000000006,2058732.92,2468008.48
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Avg Sales Price,Decrease,-19.84%,-1242.6811088275354,5021.299804878048,6263.980913705584
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Win Rate (Count),Increase,3.60%,2.101606030809563,60.47197640117994,58.370370370370374
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Avg Sales Cycle,Decrease,-10.71%,-7.549733812058925,62.91219512195122,70.46192893401015
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Pipegen ARR,Decrease,-100.00%,-7611769.24,0.0,7611769.24
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Pipegen Opps,Decrease,-100.00%,-910.0,0.0,910.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Total ARR,Decrease,-3.88%,-244115.03000000026,6045291.64,6289406.67
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Opps,Decrease,-7.75%,-44.0,524.0,568.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Won Opps,No Change,0.00%,0.0,101.0,101.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Won ARR,Increase,26.34%,296351.2699999998,1421251.9899999998,1124900.72
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Avg Sales Price,Increase,26.34%,2934.1709900990063,14071.801881188116,11137.63089108911
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Win Rate (Count),Increase,8.25%,1.4779951266658493,19.385796545105567,17.907801418439718
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Avg Sales Cycle,Decrease,-9.05%,-6.584158415841586,66.17821782178218,72.76237623762377
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,Pipegen ARR,Decrease,-100.00%,-7865570.21,0.0,7865570.21
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: New Business,# of Pipegen Opps,Decrease,-100.00%,-581.0,0.0,581.0
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,Total ARR,Decrease,-5.89%,-313426.75,5008324.67,5321751.42
FY2025Q1,vs Prev Year (FY2024Q1),By Bookings Type: Expansion,# of Opps,Decrease,-12.83%,-101.0,686.0,787.0
