Quarter,Comparison,Group,Metric,% Change,Abs Change,Type
FY2025Q3,vs Prev Q (FY2025Q2),By Segment: Self Service,Avg Sales Price,-77.84%,"-3,213.15",Drop/Decrease
FY2025Q3,vs Prev Q (FY2025Q2),By Segment: Self Service,Win Rate (Count),20.00%,10.00,Increase
FY2025Q3,vs Prev Q (FY2025Q2),By Segment: Self Service,Avg Sales Cycle,433.33%,4.33,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Enterprise,# of Opps,-29.14%,-169.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Enterprise,# of Won Opps,-30.81%,-65.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Mid Market,Total ARR,-28.60%,"-1,084,825.69",Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Mid Market,# of Opps,-39.92%,-196.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Mid Market,# of Won Opps,-44.98%,-94.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Mid Market,Avg Sales Cycle,27.03%,16.91,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: SMB,Total ARR,24.98%,"565,043.30",Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: SMB,# of Opps,24.82%,103.00,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: SMB,Avg Sales Cycle,34.99%,17.40,Increase
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Self Service,# of Opps,-70.00%,-14.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Self Service,# of Won Opps,-70.00%,-7.00,Drop/Decrease
FY2025Q3,vs Prev Year (FY2024Q3),By Segment: Self Service,Avg Sales Cycle,-70.37%,-12.67,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Enterprise,# of Won Opps,-23.36%,-44.50,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Mid Market,# of Opps,-29.64%,-124.25,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Mid Market,# of Won Opps,-28.90%,-46.75,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Mid Market,Avg Sales Price,20.86%,"1,252.62",Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Mid Market,Avg Sales Cycle,15.13%,10.44,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: SMB,Total ARR,20.20%,"475,051.41",Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: SMB,# of Opps,35.87%,136.75,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: SMB,Win Rate (Count),-13.70%,-5.94,Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: SMB,Avg Sales Cycle,37.25%,18.22,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Self Service,Total ARR,-87.29%,"-65,245.34",Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Self Service,Avg Sales Price,-54.33%,"-1,088.40",Drop/Decrease
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Self Service,Win Rate (Count),24.90%,11.96,Increase
FY2025Q3,vs Avg of FY2024Q3-FY2025Q2,By Segment: Self Service,Avg Sales Cycle,-56.76%,-7.00,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment: Enterprise,Avg Sales Price,59.75%,"4,903.67",Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment: Enterprise,Avg Sales Cycle,13.26%,11.63,Increase
FY2025Q4,vs Prev Q (FY2025Q3),By Segment: SMB,Avg Sales Cycle,-16.83%,-11.30,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment: Self Service,Avg Sales Price,-100.00%,-914.79,Drop/Decrease
FY2025Q4,vs Prev Q (FY2025Q3),By Segment: Self Service,Win Rate (Count),-100.00%,-60.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Enterprise,# of Opps,-23.08%,-105.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Enterprise,# of Won Opps,-32.98%,-63.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Enterprise,Avg Sales Price,32.11%,"3,186.73",Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Enterprise,Win Rate (Count),-12.78%,-5.44,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Enterprise,Avg Sales Cycle,12.32%,10.89,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Mid Market,Total ARR,-30.02%,"-1,068,427.88",Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Mid Market,# of Opps,-34.80%,-150.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Mid Market,# of Won Opps,-32.89%,-49.00,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Mid Market,Avg Sales Cycle,19.21%,13.78,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: SMB,# of Opps,39.23%,142.00,Increase
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: SMB,Win Rate (Count),-20.17%,-8.71,Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Self Serve,Total ARR,-100.00%,"-67,770.00",Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Self Service,Total ARR,-97.38%,"-185,487.58",Drop/Decrease
FY2025Q4,vs Prev Year (FY2024Q4),By Segment: Self Service,# of Opps,-77.78%,-7.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Enterprise,# of Won Opps,-26.54%,-46.25,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Enterprise,Avg Sales Price,45.91%,"4,124.81",Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Enterprise,Avg Sales Cycle,20.47%,16.87,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Mid Market,# of Opps,-24.11%,-89.25,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Mid Market,# of Won Opps,-27.67%,-38.25,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Mid Market,Avg Sales Cycle,16.78%,12.29,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: SMB,# of Opps,23.83%,97.00,Increase
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: SMB,Win Rate (Count),-19.53%,-8.37,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Self Service,Total ARR,-92.35%,"-60,360.34",Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Self Service,# of Opps,-71.43%,-5.00,Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Self Service,Avg Sales Price,-100.00%,"-1,985.48",Drop/Decrease
FY2025Q4,vs Avg of FY2024Q4-FY2025Q3,By Segment: Self Service,Win Rate (Count),-100.00%,-48.33,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Enterprise,Win Rate (Count),-30.27%,-11.23,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Enterprise,Avg Sales Cycle,-11.88%,-11.80,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Mid Market,Total ARR,70.11%,"1,746,235.94",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Mid Market,# of Opps,42.35%,119.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Mid Market,Avg Sales Price,42.35%,"2,608.14",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Mid Market,Win Rate (Count),-16.73%,-6.08,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Mid Market,Avg Sales Cycle,-24.14%,-20.65,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: SMB,Total ARR,46.57%,"1,230,390.18",Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: SMB,# of Opps,22.42%,113.00,Increase
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: SMB,Avg Sales Cycle,-31.96%,-17.85,Drop/Decrease
FY2026Q1,vs Prev Q (FY2025Q4),By Segment: Self Serve,Win Rate (Count),0.00%,50.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Enterprise,# of Won Opps,-43.78%,-81.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Enterprise,Win Rate (Count),-36.79%,-15.06,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Enterprise,Avg Sales Cycle,21.33%,15.38,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Mid Market,Total ARR,30.47%,"989,364.33",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Mid Market,# of Won Opps,-25.62%,-41.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Mid Market,Avg Sales Price,41.13%,"2,554.69",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Mid Market,Win Rate (Count),-23.73%,-9.42,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: SMB,Total ARR,79.28%,"1,712,454.84",Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: SMB,# of Opps,81.47%,277.00,Increase
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: SMB,Win Rate (Count),-34.22%,-16.30,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: SMB,Avg Sales Cycle,-22.69%,-11.15,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Self Service,# of Opps,-75.00%,-6.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Self Service,# of Won Opps,-100.00%,-5.00,Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Self Service,Avg Sales Price,-100.00%,"-2,899.19",Drop/Decrease
FY2026Q1,vs Prev Year (FY2025Q1),By Segment: Self Service,Win Rate (Count),-100.00%,-83.33,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Enterprise,# of Won Opps,-34.38%,-54.50,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Enterprise,Win Rate (Count),-34.25%,-13.47,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Mid Market,Total ARR,50.47%,"1,421,146.86",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Mid Market,# of Opps,20.21%,67.25,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Mid Market,Avg Sales Price,39.88%,"2,499.10",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Mid Market,Win Rate (Count),-20.70%,-7.90,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Mid Market,Avg Sales Cycle,-15.40%,-11.81,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: SMB,Total ARR,52.24%,"1,328,906.25",Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: SMB,# of Opps,39.44%,174.50,Increase
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: SMB,Win Rate (Count),-22.94%,-9.33,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: SMB,Avg Sales Cycle,-31.02%,-17.09,Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Self Service,Avg Sales Price,-100.00%,"-1,985.48",Drop/Decrease
FY2026Q1,vs Avg of FY2025Q1-FY2025Q4,By Segment: Self Service,Win Rate (Count),-100.00%,-48.33,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Enterprise,Total ARR,-20.93%,"-1,320,209.44",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Enterprise,# of Opps,-25.36%,-106.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Enterprise,Avg Sales Price,-32.83%,"-3,693.95",Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Enterprise,Win Rate (Count),53.88%,13.94,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Mid Market,# of Won Opps,-31.09%,-37.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Mid Market,Avg Sales Cycle,28.05%,18.20,Increase
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: SMB,# of Won Opps,-27.46%,-53.00,Drop/Decrease
FY2026Q2,vs Prev Q (FY2026Q1),By Segment: Self Service,Win Rate (Count),0.00%,100.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Enterprise,# of Opps,-23.15%,-94.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Enterprise,# of Won Opps,-52.00%,-91.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,Total ARR,62.31%,"1,754,690.44",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,# of Opps,21.04%,73.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,# of Won Opps,-36.43%,-47.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,Avg Sales Price,42.26%,"2,299.85",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,Win Rate (Count),-29.51%,-11.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Mid Market,Avg Sales Cycle,15.08%,10.89,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: SMB,Total ARR,65.95%,"1,678,666.38",Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: SMB,# of Opps,46.57%,190.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: SMB,# of Won Opps,-20.00%,-35.00,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: SMB,Win Rate (Count),-29.24%,-12.60,Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Self Service,Avg Sales Price,-91.28%,"-3,767.94",Drop/Decrease
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Self Service,Win Rate (Count),100.00%,50.00,Increase
FY2026Q2,vs Prev Year (FY2025Q2),By Segment: Unknown,Win Rate (Count),-100.00%,-50.00,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Enterprise,# of Opps,-21.26%,-84.25,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Enterprise,# of Won Opps,-39.24%,-54.25,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Enterprise,Avg Sales Price,-26.17%,"-2,679.53",Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Enterprise,Avg Sales Cycle,-11.31%,-10.06,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Mid Market,Total ARR,49.22%,"1,507,710.23",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Mid Market,# of Opps,26.98%,89.25,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Mid Market,# of Won Opps,-29.16%,-33.75,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Mid Market,Win Rate (Count),-26.64%,-9.55,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: SMB,Total ARR,42.15%,"1,252,483.83",Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: SMB,# of Won Opps,-23.50%,-43.00,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: SMB,Win Rate (Count),-16.62%,-6.08,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: SMB,Avg Sales Cycle,-20.13%,-10.53,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Self Service,Avg Sales Price,-71.44%,-900.68,Drop/Decrease
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Self Service,Win Rate (Count),263.64%,72.50,Increase
FY2026Q2,vs Avg of FY2025Q2-FY2026Q1,By Segment: Self Service,Avg Sales Cycle,-68.42%,-2.17,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Enterprise,Total ARR,148.63%,"7,414,957.30",Increase
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Enterprise,# of Opps,33.33%,104.00,Increase
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Enterprise,# of Won Opps,-100.00%,-84.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Enterprise,Avg Sales Price,-100.00%,"-7,557.48",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Enterprise,Win Rate (Count),-100.00%,-39.81,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Mid Market,Total ARR,-39.97%,"-1,826,791.53",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Mid Market,# of Opps,-55.71%,-234.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Mid Market,# of Won Opps,-100.00%,-82.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Mid Market,Avg Sales Price,-100.00%,"-7,741.54",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Mid Market,Win Rate (Count),-100.00%,-26.28,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: SMB,Total ARR,-30.90%,"-1,305,364.88",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: SMB,# of Opps,-62.04%,-371.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: SMB,# of Won Opps,-100.00%,-140.00,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: SMB,Avg Sales Price,-100.00%,"-4,844.29",Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: SMB,Win Rate (Count),-100.00%,-30.50,Drop/Decrease
FY2026Q3,vs Prev Q (FY2026Q2),By Segment: Self Service,Win Rate (Count),-100.00%,-100.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Enterprise,Total ARR,96.81%,"6,101,312.92",Increase
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Enterprise,# of Won Opps,-100.00%,-146.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Enterprise,Avg Sales Price,-100.00%,"-8,206.60",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Enterprise,Win Rate (Count),-100.00%,-36.14,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Mid Market,# of Opps,-36.95%,-109.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Mid Market,# of Won Opps,-100.00%,-115.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Mid Market,Avg Sales Price,-100.00%,"-7,256.94",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Mid Market,Win Rate (Count),-100.00%,-39.38,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: SMB,# of Opps,-56.18%,-291.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: SMB,# of Won Opps,-100.00%,-192.00,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: SMB,Avg Sales Price,-100.00%,"-4,610.51",Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: SMB,Win Rate (Count),-100.00%,-37.43,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Self Service,Avg Sales Price,-100.00%,-914.79,Drop/Decrease
FY2026Q3,vs Prev Year (FY2025Q3),By Segment: Self Service,Win Rate (Count),-100.00%,-60.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Enterprise,Total ARR,110.95%,"6,523,706.98",Increase
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Enterprise,# of Won Opps,-100.00%,-115.50,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Enterprise,Avg Sales Price,-100.00%,"-10,031.44",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Enterprise,Win Rate (Count),-100.00%,-34.73,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Mid Market,Total ARR,-21.64%,"-757,753.90",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Mid Market,# of Opps,-46.70%,-163.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Mid Market,# of Won Opps,-100.00%,-104.00,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Mid Market,Avg Sales Price,-100.00%,"-7,480.64",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Mid Market,Win Rate (Count),-100.00%,-33.08,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: SMB,# of Opps,-59.41%,-332.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: SMB,# of Won Opps,-100.00%,-174.25,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: SMB,Avg Sales Price,-100.00%,"-4,831.03",Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: SMB,Win Rate (Count),-100.00%,-33.43,Drop/Decrease
FY2026Q3,vs Avg of FY2025Q3-FY2026Q2,By Segment: Self Service,Win Rate (Count),-100.00%,-40.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: Enterprise,Total ARR,-67.28%,"-8,345,153.83",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: Enterprise,# of Opps,-83.41%,-347.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: Mid Market,Total ARR,-96.06%,"-2,635,894.97",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: Mid Market,# of Opps,-93.01%,-173.00,Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: SMB,Total ARR,-93.90%,"-2,740,774.12",Drop/Decrease
FY2026Q4,vs Prev Q (FY2026Q3),By Segment: SMB,# of Opps,-95.15%,-216.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Enterprise,Total ARR,-31.44%,"-1,861,343.98",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Enterprise,# of Opps,-80.29%,-281.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Enterprise,# of Won Opps,-100.00%,-128.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Enterprise,Avg Sales Price,-100.00%,"-13,110.27",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Enterprise,Win Rate (Count),-100.00%,-37.10,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Mid Market,Total ARR,-95.66%,"-2,382,546.10",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Mid Market,# of Opps,-95.37%,-268.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Mid Market,# of Won Opps,-100.00%,-100.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Mid Market,Avg Sales Price,-100.00%,"-6,157.96",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: Mid Market,Win Rate (Count),-100.00%,-36.36,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: SMB,Total ARR,-93.26%,"-2,464,057.53",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: SMB,# of Opps,-97.82%,-493.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: SMB,# of Won Opps,-100.00%,-172.00,Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: SMB,Avg Sales Price,-100.00%,"-5,079.95",Drop/Decrease
FY2026Q4,vs Prev Year (FY2025Q4),By Segment: SMB,Win Rate (Count),-100.00%,-34.47,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Enterprise,Total ARR,-45.19%,"-3,346,775.08",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Enterprise,# of Opps,-81.55%,-305.00,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Enterprise,# of Won Opps,-100.00%,-79.00,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Enterprise,Avg Sales Price,-100.00%,"-7,979.79",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Enterprise,Win Rate (Count),-100.00%,-25.70,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Mid Market,Total ARR,-96.92%,"-3,402,477.40",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Mid Market,# of Opps,-95.96%,-308.75,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Mid Market,# of Won Opps,-100.00%,-75.25,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Mid Market,Avg Sales Price,-100.00%,"-5,666.40",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: Mid Market,Win Rate (Count),-100.00%,-23.23,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: SMB,Total ARR,-94.78%,"-3,236,354.59",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: SMB,# of Opps,-97.74%,-475.50,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: SMB,# of Won Opps,-100.00%,-126.25,Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: SMB,Avg Sales Price,-100.00%,"-3,678.40",Drop/Decrease
FY2026Q4,vs Avg of FY2025Q4-FY2026Q3,By Segment: SMB,Win Rate (Count),-100.00%,-24.08,Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: Enterprise,Total ARR,-58.92%,"-2,391,406.74",Drop/Decrease
FY2027Q1,vs Prev Q (FY2026Q4),By Segment: Enterprise,# of Opps,-82.61%,-57.00,Drop/Decrease
