Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type,Current Value,Comparison Value
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,Avg Sales Price,Increase,248.52%,5240.390054671719,Currency,7348.98755319149,2108.5974985197718
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-15.78%,-2.618181857918694,Percentage,13.977695167286244,16.59587702520494
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-3.83%,-1.9607508318565863,Days,49.18617021276596,51.146921044622545
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,12973570.39,ARR,12973570.39,0.0
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,759.0,Count,759.0,0.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-22.90%,-1218904.52,ARR,4102846.9,5321751.42
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-20.58%,-162.0,Count,625.0,787.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-2.07%,-8.0,Count,379.0,387.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Won ARR,Increase,10.78%,208204.58000000007,ARR,2139197.83,1930993.25
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Avg Sales Price,Increase,13.12%,654.6748103604623,Currency,5644.321451187336,4989.646640826873
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Win Rate (Count),Increase,23.36%,11.577175663954407,Percentage,61.12903225806452,49.55185659411011
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Avg Sales Cycle,Increase,44.66%,20.981039455114434,Days,67.95778364116094,46.97674418604651
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-21.61%,-3211488.84,ARR,11649934.23,14861423.07
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-19.69%,-219.0,Count,893.0,1112.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Total ARR,Drop/Decrease,-28.25%,-2542931.6500000013,ARR,6458373.4799999995,9001305.13
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Opps,Drop/Decrease,-46.95%,-632.0,Count,714.0,1346.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-26.60%,-50.0,Count,138.0,188.0
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Won ARR,Drop/Decrease,-16.90%,-233544.75,ARR,1148064.9100000001,1381609.6600000001
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Avg Sales Price,Increase,13.20%,970.3233888374971,Currency,8319.310942028987,7348.98755319149
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Win Rate (Count),Increase,38.66%,5.404327304623868,Percentage,19.382022471910112,13.977695167286244
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Avg Sales Cycle,Increase,53.78%,26.451510946654338,Days,75.6376811594203,49.18617021276596
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-15.36%,-1992110.2699999996,ARR,10981460.120000001,12973570.39
FY2024Q2,vs Prev Q (FY2024Q1),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-26.48%,-201.0,Count,558.0,759.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Total ARR,Increase,53.32%,1426783.4899999998,ARR,4102846.9,2676063.41
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-39.85%,-414.0,Count,625.0,1039.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-29.68%,-160.0,Count,379.0,539.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-18.66%,-490865.5799999996,ARR,2139197.83,2630063.4099999997
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Avg Sales Price,Increase,15.67%,764.7974994248134,Currency,5644.321451187336,4879.523951762522
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Win Rate (Count),Increase,17.72%,9.202249984461439,Percentage,61.12903225806452,51.92678227360308
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Avg Sales Cycle,Increase,51.69%,23.156299411105287,Days,67.95778364116094,44.80148423005566
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,11649934.23,ARR,11649934.23,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,893.0,Count,893.0,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Total ARR,Increase,1053.32%,5898392.319999999,ARR,6458373.4799999995,559981.16
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Opps,Drop/Decrease,-58.61%,-1011.0,Count,714.0,1725.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-50.00%,-138.0,Count,138.0,276.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Won ARR,Increase,105.02%,588083.7500000002,ARR,1148064.9100000001,559981.1599999999
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Avg Sales Price,Increase,310.04%,6290.393695652176,Currency,8319.310942028987,2028.9172463768114
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Win Rate (Count),Increase,21.14%,3.382022471910112,Percentage,19.382022471910112,16.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Avg Sales Cycle,Increase,32.33%,18.478260869565226,Days,75.6376811594203,57.15942028985507
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,10981460.120000001,ARR,10981460.120000001,0.0
FY2024Q2,vs Prev Year (FY2023Q2),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,558.0,Count,558.0,0.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Total ARR,Increase,34.49%,1052271.1925,ARR,4102846.9,3050575.7075
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-35.37%,-342.0,Count,625.0,967.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-18.58%,-86.5,Count,379.0,465.5
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Won ARR,Drop/Decrease,-1.35%,-29309.95499999961,ARR,2139197.83,2168507.7849999997
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Avg Sales Price,Increase,21.10%,983.3134168274955,Currency,5644.321451187336,4661.00803435984
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Win Rate (Count),Increase,26.25%,12.709546872541189,Percentage,61.12903225806452,48.41948538552333
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Avg Sales Cycle,Increase,44.60%,20.95929703758685,Days,67.95778364116094,46.998486603574094
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,Pipegen ARR,Increase,213.56%,7934578.4625,ARR,11649934.23,3715355.7675
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: Expansion,# of Pipegen Opps,Increase,221.22%,615.0,Count,893.0,278.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Total ARR,Increase,140.51%,3773039.0249999994,ARR,6458373.4799999995,2685334.455
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Opps,Drop/Decrease,-56.11%,-912.75,Count,714.0,1626.75
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-45.45%,-115.0,Count,138.0,253.0
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Won ARR,Increase,52.27%,394117.5425000001,ARR,1148064.9100000001,753947.3675
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Avg Sales Price,Increase,151.11%,5006.311415892457,Currency,8319.310942028987,3312.99952613653
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Win Rate (Count),Increase,25.48%,3.9351949153781494,Percentage,19.382022471910112,15.446827556531963
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Avg Sales Cycle,Increase,49.28%,24.96821136965579,Days,75.6376811594203,50.669469789764506
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,Pipegen ARR,Increase,238.58%,7738067.522500001,ARR,10981460.120000001,3243392.5975
FY2024Q2,vs Avg of FY2023Q2-FY2024Q1,By Bookings Type: New Business,# of Pipegen Opps,Increase,194.07%,368.25,Count,558.0,189.75
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Total ARR,Increase,28.44%,1167010.5000000005,ARR,5269857.4,4102846.9
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Opps,Increase,29.44%,184.0,Count,809.0,625.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Won Opps,Increase,27.44%,104.0,Count,483.0,379.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Won ARR,Increase,16.33%,349331.03000000026,ARR,2488528.8600000003,2139197.83
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Avg Sales Price,Drop/Decrease,-8.72%,-492.08778659106156,Currency,5152.233664596274,5644.321451187336
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-1.36%,-0.8294067898997213,Percentage,60.2996254681648,61.12903225806452
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Avg Sales Cycle,Drop/Decrease,-7.56%,-5.13583747138869,Days,62.821946169772254,67.95778364116094
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-39.44%,-4595135.630000001,ARR,7054798.6,11649934.23
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: Expansion,# of Pipegen Opps,Drop/Decrease,-12.32%,-110.0,Count,783.0,893.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Total ARR,Increase,7.79%,502943.53000000026,ARR,6961317.01,6458373.4799999995
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Opps,Drop/Decrease,-1.82%,-13.0,Count,701.0,714.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-20.29%,-28.0,Count,110.0,138.0
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Won ARR,Drop/Decrease,-11.44%,-131322.4500000002,ARR,1016742.46,1148064.9100000001
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Avg Sales Price,Increase,11.10%,923.802330698285,Currency,9243.113272727272,8319.310942028987
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-18.69%,-3.622710150993207,Percentage,15.759312320916905,19.382022471910112
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Avg Sales Cycle,Drop/Decrease,-4.47%,-3.383135704874846,Days,72.25454545454545,75.6376811594203
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,Pipegen ARR,Drop/Decrease,-33.60%,-3690298.820000001,ARR,7291161.3,10981460.120000001
FY2024Q3,vs Prev Q (FY2024Q2),By Bookings Type: New Business,# of Pipegen Opps,Drop/Decrease,-12.90%,-72.0,Count,486.0,558.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Total ARR,Increase,131.05%,2988983.2600000002,ARR,5269857.4,2280874.14
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-26.19%,-287.0,Count,809.0,1096.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-2.82%,-14.0,Count,483.0,497.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Won ARR,Increase,11.35%,253654.72000000067,ARR,2488528.8600000003,2234874.1399999997
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,14.58%,655.5050126848064,Currency,5152.233664596274,4496.728651911468
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Win Rate (Count),Increase,32.25%,14.703295192935443,Percentage,60.2996254681648,45.596330275229356
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,28.24%,13.8340186043799,Days,62.821946169772254,48.987927565392354
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,7054798.6,ARR,7054798.6,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,783.0,Count,783.0,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Total ARR,Increase,955.30%,6301661.029999999,ARR,6961317.01,659655.98
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Opps,Drop/Decrease,-63.14%,-1201.0,Count,701.0,1902.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-64.63%,-201.0,Count,110.0,311.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Won ARR,Increase,55.04%,360958.8799999999,ARR,1016742.46,655783.5800000001
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Avg Sales Price,Increase,338.35%,7134.4843981292015,Currency,9243.113272727272,2108.628874598071
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-3.67%,-0.6004983050694186,Percentage,15.759312320916905,16.359810625986324
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Avg Sales Cycle,Increase,48.06%,23.45390236772873,Days,72.25454545454545,48.80064308681672
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,7291161.3,ARR,7291161.3,0.0
FY2024Q3,vs Prev Year (FY2023Q3),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,486.0,Count,486.0,0.0
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Total ARR,Increase,54.67%,1862585.8200000003,ARR,5269857.4,3407271.58
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-6.31%,-54.5,Count,809.0,863.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Won Opps,Increase,13.51%,57.5,Count,483.0,425.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Won ARR,Increase,21.64%,442737.47000000044,ARR,2488528.8600000003,2045791.39
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Avg Sales Price,Increase,6.18%,300.0262553802304,Currency,5152.233664596274,4852.207409216044
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Win Rate (Count),Increase,18.89%,9.579577586526113,Percentage,60.2996254681648,50.720047881638685
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Avg Sales Cycle,Increase,19.01%,10.034384713421844,Days,62.821946169772254,52.78756145635041
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,Pipegen ARR,Increase,6.44%,426959.27499999944,ARR,7054798.6,6627839.325
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: Expansion,# of Pipegen Opps,Increase,56.21%,281.75,Count,783.0,501.25
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Total ARR,Increase,67.34%,2801384.4749999996,ARR,6961317.01,4159932.535
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Opps,Drop/Decrease,-48.98%,-673.0,Count,701.0,1374.0
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-49.66%,-108.5,Count,110.0,218.5
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Won ARR,Increase,12.85%,115774.1549999998,ARR,1016742.46,900968.3050000002
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Avg Sales Price,Increase,89.19%,4357.515322677698,Currency,9243.113272727272,4885.597950049574
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Win Rate (Count),Drop/Decrease,-3.27%,-0.533020853592582,Percentage,15.759312320916905,16.292333174509487
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Avg Sales Cycle,Increase,30.69%,16.965510447389647,Days,72.25454545454545,55.2890350071558
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,Pipegen ARR,Increase,21.75%,1302403.6724999994,ARR,7291161.3,5988757.6275
FY2024Q3,vs Avg of FY2023Q3-FY2024Q2,By Bookings Type: New Business,# of Pipegen Opps,Increase,47.61%,156.75,Count,486.0,329.25
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Total ARR,Increase,5.35%,282191.79000000004,ARR,5552049.19,5269857.4
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-14.59%,-118.0,Count,691.0,809.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-18.43%,-89.0,Count,394.0,483.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-0.82%,-20520.380000000354,ARR,2468008.48,2488528.8600000003
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Avg Sales Price,Increase,21.58%,1111.7472491093095,Currency,6263.980913705584,5152.233664596274
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Win Rate (Count),Drop/Decrease,-3.20%,-1.9292550977944245,Percentage,58.370370370370374,60.2996254681648
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Avg Sales Cycle,Increase,12.16%,7.639982764237892,Days,70.46192893401015,62.821946169772254
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,Pipegen ARR,Increase,7.87%,555559.71,ARR,7610358.31,7054798.6
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: Expansion,# of Pipegen Opps,Increase,16.35%,128.0,Count,911.0,783.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Total ARR,Drop/Decrease,-9.65%,-671910.3399999999,ARR,6289406.67,6961317.01
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Opps,Drop/Decrease,-18.97%,-133.0,Count,568.0,701.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-8.18%,-9.0,Count,101.0,110.0
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Won ARR,Increase,10.64%,108158.26000000001,ARR,1124900.72,1016742.46
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Avg Sales Price,Increase,20.50%,1894.5176183618369,Currency,11137.63089108911,9243.113272727272
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Win Rate (Count),Increase,13.63%,2.1484890975228126,Percentage,17.907801418439718,15.759312320916905
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Avg Sales Cycle,Increase,0.70%,0.5078307830783189,Days,72.76237623762377,72.25454545454545
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,Pipegen ARR,Increase,7.72%,562513.9100000001,ARR,7853675.21,7291161.3
FY2024Q4,vs Prev Q (FY2024Q3),By Bookings Type: New Business,# of Pipegen Opps,Increase,19.55%,95.0,Count,581.0,486.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Total ARR,Increase,188.63%,3628435.3300000005,ARR,5552049.19,1923613.8599999999
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-26.96%,-255.0,Count,691.0,946.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-10.25%,-45.0,Count,394.0,439.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Won ARR,Increase,31.41%,589908.1400000001,ARR,2468008.48,1878100.3399999999
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Avg Sales Price,Increase,46.42%,1985.8480207670873,Currency,6263.980913705584,4278.132892938496
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Win Rate (Count),Increase,25.25%,11.76739797121963,Percentage,58.370370370370374,46.602972399150744
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Avg Sales Cycle,Increase,49.20%,23.23413850120832,Days,70.46192893401015,47.227790432801825
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,Pipegen ARR,Increase,0.00%,7610358.31,ARR,7610358.31,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: Expansion,# of Pipegen Opps,Increase,0.00%,911.0,Count,911.0,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Total ARR,Increase,1108.58%,5769011.12,ARR,6289406.67,520395.55
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Opps,Drop/Decrease,-62.97%,-966.0,Count,568.0,1534.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-57.38%,-136.0,Count,101.0,237.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Won ARR,Increase,168.85%,706485.6499999999,ARR,1124900.72,418415.07000000007
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Avg Sales Price,Increase,530.86%,9372.166460709363,Currency,11137.63089108911,1765.464430379747
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Win Rate (Count),Increase,15.91%,2.4579969855844386,Percentage,17.907801418439718,15.449804432855279
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Avg Sales Cycle,Increase,53.08%,25.230730668003517,Days,72.76237623762377,47.53164556962025
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,Pipegen ARR,Increase,0.00%,7853675.21,ARR,7853675.21,0.0
FY2024Q4,vs Prev Year (FY2023Q4),By Bookings Type: New Business,# of Pipegen Opps,Increase,0.00%,581.0,Count,581.0,0.0
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Total ARR,Increase,33.64%,1397531.7950000004,ARR,5552049.19,4154517.395
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Opps,Drop/Decrease,-12.72%,-100.75,Count,691.0,791.75
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Won Opps,Drop/Decrease,-6.64%,-28.0,Count,394.0,422.0
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Won ARR,Increase,17.01%,358803.4099999997,ARR,2468008.48,2109205.0700000003
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Avg Sales Price,Increase,24.88%,1247.897251318339,Currency,6263.980913705584,5016.083662387245
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Win Rate (Count),Increase,7.31%,3.974498690497832,Percentage,58.370370370370374,54.39587167987254
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Avg Sales Cycle,Increase,25.27%,14.215862826564766,Days,70.46192893401015,56.24606610744538
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,Pipegen ARR,Drop/Decrease,-9.31%,-781180.665,ARR,7610358.31,8391538.975
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: Expansion,# of Pipegen Opps,Increase,30.70%,214.0,Count,911.0,697.0
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Total ARR,Increase,9.66%,554058.8774999995,ARR,6289406.67,5735347.7925
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Opps,Drop/Decrease,-47.10%,-505.75,Count,568.0,1073.75
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Won Opps,Drop/Decrease,-39.97%,-67.25,Count,101.0,168.25
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Won ARR,Increase,13.49%,133692.69499999983,ARR,1124900.72,991208.0250000001
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Avg Sales Price,Increase,67.00%,4468.411841507235,Currency,11137.63089108911,6669.219049581874
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Win Rate (Count),Increase,10.94%,1.7655928201975826,Percentage,17.907801418439718,16.142208598242135
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Avg Sales Cycle,Increase,18.99%,11.60986563853578,Days,72.76237623762377,61.15251059908799
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,Pipegen ARR,Increase,0.54%,42127.25749999937,ARR,7853675.21,7811547.952500001
FY2024Q4,vs Avg of FY2023Q4-FY2024Q3,By Bookings Type: New Business,# of Pipegen Opps,Increase,28.90%,130.25,Count,581.0,450.75
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Total ARR,Drop/Decrease,-9.79%,-543725.4000000004,ARR,5008323.79,5552049.19
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Opps,Drop/Decrease,-0.58%,-4.0,Count,687.0,691.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,# of Won Opps,Increase,4.06%,16.0,Count,410.0,394.0
FY2025Q1,vs Prev Q (FY2024Q4),By Bookings Type: Expansion,Won ARR,Drop/Decrease,-16.58%,-409275.5599999998,ARR,2058732.9200000002,2468008.48
