Quarter,Comparison,Group,Metric,Type,% Change,Abs Change,Metric Type
FY2023Q2,vs Prev Q (FY2023Q1),By Segment & Bookings Type: Self Service - Expansion,Avg Sales Cycle,Increase,7300.00%,146.0,Days
FY2023Q2,vs Prev Q (FY2023Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-20.00%,-10.0,Percentage
FY2023Q2,vs Prev Q (FY2023Q1),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Increase,603.89%,25.880952380952383,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-12.26%,-5.84944504117437,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Increase,30.29%,18.035383777898744,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,59.98%,61175.34,ARR
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,56.19%,57302.94,ARR
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Increase,20.60%,75.0,Count
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,63.62%,1474.7317532467532,Currency
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Drop/Decrease,-25.95%,-265348.57999999996,ARR
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-28.60%,-289348.57999999996,ARR
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-12.49%,-6.528820375335123,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Price,Drop/Decrease,-23.92%,-1240.9477276166454,Currency
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Increase,38.33%,23.0,Count
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Drop/Decrease,-18.81%,-14.681124497991966,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-11.62%,-6.663286004056793,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Drop/Decrease,-38.14%,-11.301282051282051,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Drop/Decrease,-26.31%,-10.193447993447997,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-7.6923076923076925,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-5740.8,Currency
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,Drop/Decrease,-83.33%,-5.0,Count
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-77.27%,-30.909090909090907,Percentage
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Cycle,Increase,248.07%,74.83333333333333,Days
FY2023Q3,vs Prev Q (FY2023Q2),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Increase,2246.03%,9042.5,Currency
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Drop/Decrease,-15.74%,-12.210467952982924,Days
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,62.56%,102080.84000000003,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-21.87%,-96.0,Count
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Drop/Decrease,-23.81%,-10.0,Count
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Drop/Decrease,-48.75%,-52.57589285714286,Days
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,54.76%,2076.927678571429,Currency
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-48.55%,-70644.98000000001,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-61.75%,-89842.18000000001,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-20.86%,-107.0,Count
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-38.55%,-32.0,Count
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-37.74%,-661.6597165131113,Currency
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Total ARR,Drop/Decrease,-35.70%,-180129.22999999998,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-37.41%,-187658.93000000005,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,43.93%,8.053763440860216,Days
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Drop/Decrease,-25.80%,-880.455917818741,Currency
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-47.21%,-161251.18999999997,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-48.78%,-166616.62999999998,ARR
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,52.11%,14.87613197613198,Days
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Drop/Decrease,-38.47%,-710.2905738855738,Currency
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,# of Opps,Increase,63.64%,7.0,Count
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-9.090909090909092,Percentage
FY2023Q4,vs Prev Q (FY2023Q3),By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-9445.1,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,273.12%,2369867.19,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,1329.73%,3527033.13,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,163.79%,307639.76,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,141.18%,8286.602607142857,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,83.54%,608829.34,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-27.35%,-99.0,Count
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,18.75%,7.894736842105267,Percentage
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,3170.63%,2373469.5,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,641.31%,356959.94,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-22.17%,-90.0,Count
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,21.12%,11.62990196078431,Days
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,687.65%,7504.877181372549,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,128.33%,416403.82999999996,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-20.00%,-47.0,Count
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - Expansion,Avg Sales Price,Increase,36.72%,929.6271495037217,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,1301.23%,2346035.8899999997,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - New Business,Won ARR,Increase,170.70%,298594.89,ARR
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-31.82%,-49.0,Count
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,297.02%,3373.8471298701297,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Self Serve - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Self Serve - Expansion,Avg Sales Price,Drop/Decrease,-100.00%,-2640.0,Currency
FY2024Q1,vs Prev Q (FY2023Q4),By Segment & Bookings Type: Self Serve - New Business,# of Opps,Increase,68.75%,11.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,85.57%,1492855.0099999998,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-45.66%,-796714.43,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-32.74%,-74.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Drop/Decrease,-20.24%,-11.756222960687182,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Increase,34.74%,15.227352119236144,Days
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,5546.71%,3725117.69,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,637.75%,428306.48,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Drop/Decrease,-38.03%,-35.76556776556777,Days
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,722.06%,12434.131164835164,Currency
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-47.03%,-553185.1399999999,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-37.53%,-158.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-44.49%,-105.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Drop/Decrease,-10.81%,-6.057007125890735,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,54.28%,17.76397334713417,Days
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,997.93%,2225333.48,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,85.04%,189626.72,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-37.55%,-190.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-34.25%,-25.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,181.41%,5541.552813926941,Currency
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-54.27%,-427162.56000000006,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-43.88%,-147.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-52.07%,-113.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Drop/Decrease,-14.14%,-9.161146140952987,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,17.28%,3.668424317617866,Days
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,381.56%,2001717.7399999998,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-28.89%,-262.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-48.28%,-98.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Drop/Decrease,-27.27%,-6.102407630573573,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,74.51%,1925.4504236453204,Currency
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Serve - New Business,Total ARR,Increase,3227.34%,92637.6,ARR
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Serve - New Business,# of Opps,Increase,200.00%,18.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-11.11111111111111,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-2870.4,Currency
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Service - Expansion,Win Rate (Count),Drop/Decrease,-100.00%,-100.0,Percentage
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Service - New Business,# of Won Opps,Drop/Decrease,-100.00%,-7.0,Count
FY2024Q1,vs Prev Year (FY2023Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-50.0,Percentage
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,168.38%,2031221.3849999998,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - Expansion,Won ARR,Drop/Decrease,-20.63%,-246348.05500000005,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,2438.54%,3642888.525,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,283.89%,366399.875,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Drop/Decrease,-34.94%,-31.295795350482855,Days
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,313.25%,10730.631524163335,Currency
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,45.20%,416400.93499999994,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-31.01%,-279975.89,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - Expansion,# of Opps,Drop/Decrease,-32.56%,-127.0,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - Expansion,# of Won Opps,Drop/Decrease,-31.59%,-60.5,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,20.51%,8.591220620987038,Days
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - New Business,Total ARR,Increase,1677.65%,2310599.42,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - New Business,Won ARR,Increase,210.41%,279691.95999999996,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-32.73%,-153.75,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-28.09%,-18.75,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Increase,347.04%,6673.322719206399,Currency
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - Expansion,Total ARR,Increase,42.80%,222040.00250000006,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - Expansion,Won ARR,Drop/Decrease,-30.06%,-154716.3225,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - Expansion,# of Opps,Drop/Decrease,-33.69%,-95.5,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - Expansion,# of Won Opps,Drop/Decrease,-35.40%,-57.0,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - New Business,Total ARR,Increase,627.67%,2179147.0374999996,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - New Business,Won ARR,Increase,36.92%,127681.95750000002,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-25.28%,-218.25,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-40.59%,-71.75,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: SMB - New Business,Avg Sales Price,Increase,136.09%,2599.544068500543,Currency
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Serve - New Business,Total ARR,Increase,4336.45%,93355.2,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Serve - New Business,# of Opps,Increase,96.36%,13.25,Count
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Serve - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-2152.8,Currency
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Service - New Business,Total ARR,Increase,4380.78%,129897.885,ARR
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Drop/Decrease,-100.00%,-24.772727272727273,Percentage
FY2024Q1,vs Avg of FY2023Q1-FY2023Q4,By Segment & Bookings Type: Self Service - New Business,Avg Sales Price,Drop/Decrease,-100.00%,-2461.925,Currency
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Drop/Decrease,-40.53%,-1312202.42,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-30.12%,-100.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,35.10%,16.267232237539773,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Increase,45.49%,26.864400584795327,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Increase,22.60%,1409.3455701754401,Currency
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,31.47%,155917.40999999997,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,# of Won Opps,Increase,37.14%,13.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Increase,68.94%,7.0971867007672635,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Cycle,Increase,60.95%,35.526785714285715,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Win Rate (Count),Increase,19.83%,9.913793103448278,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - Expansion,Avg Sales Cycle,Increase,44.40%,22.417925201823273,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Total ARR,Drop/Decrease,-34.48%,-844168.06,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Won ARR,Drop/Decrease,-44.39%,-183162.03999999998,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Opps,Drop/Decrease,-29.75%,-94.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,# of Won Opps,Drop/Decrease,-20.83%,-10.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Cycle,Increase,21.38%,14.265350877192986,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Mid Market - New Business,Avg Sales Price,Drop/Decrease,-29.76%,-2557.878574561403,Currency
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Win Rate (Count),Increase,10.92%,6.073338426279605,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - Expansion,Avg Sales Cycle,Increase,37.09%,9.232085020242916,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Total ARR,Drop/Decrease,-53.67%,-1355861.7899999998,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Won ARR,Drop/Decrease,-45.63%,-216082.82,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Opps,Drop/Decrease,-70.08%,-452.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,# of Won Opps,Drop/Decrease,-54.29%,-57.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Win Rate (Count),Increase,53.57%,8.720930232558139,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: SMB - New Business,Avg Sales Cycle,Increase,43.65%,16.64880952380952,Days
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - Expansion,Win Rate (Count),Increase,0.00%,33.33333333333333,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,Total ARR,Drop/Decrease,-61.09%,-58346.4,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,# of Opps,Drop/Decrease,-62.96%,-17.0,Count
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Serve - New Business,Win Rate (Count),Increase,0.00%,11.11111111111111,Percentage
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Total ARR,Drop/Decrease,-41.46%,-55089.16,ARR
FY2024Q2,vs Prev Q (FY2024Q1),By Segment & Bookings Type: Self Service - New Business,Win Rate (Count),Increase,0.00%,23.076923076923077,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Total ARR,Increase,61.26%,731378.1099999999,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Opps,Drop/Decrease,-40.82%,-160.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,# of Won Opps,Drop/Decrease,-22.99%,-43.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Win Rate (Count),Increase,31.24%,14.904614019520857,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Cycle,Increase,44.30%,26.378156565656568,Days
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - Expansion,Avg Sales Price,Increase,23.05%,1432.3248774509811,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Total ARR,Increase,3399.26%,3466823.0700000003,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Won ARR,Increase,538.69%,549395.51,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,# of Opps,Drop/Decrease,-24.18%,-88.0,Count
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Win Rate (Count),Increase,43.87%,5.303392259913998,Percentage
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Enterprise - New Business,Avg Sales Price,Increase,485.47%,11252.581723484847,Currency
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Total ARR,Increase,47.15%,482145.9700000001,ARR
FY2024Q2,vs Prev Year (FY2023Q2),By Segment & Bookings Type: Mid Market - Expansion,Won ARR,Drop/Decrease,-33.49%,-338845.0399999999,ARR
